,channel_id,channel_name,channel_des,channel_playid,channel_viewcount,channel_subcount
0, UCwqusr8YDwM-3mEYTDeJHzw,Republic World,"Republic TV is India's no.1 English news channel since its launch. It is your one-stop destination for all the live news updates from India and around the world. Republic TV makes news accessible for you at your convenience, at all times, and across devices. At Republic, we keep you updated with up-to-the-minute news on politics, sports, entertainment, lifestyle, gadgets and much more. 

We believe in Breaking the story and Breaking the Silence. But most importantly, for us ‘You Are Republic, We Are Your Voice.’

Visit Now ➡️  https://www.republicworld.com

You can stay connected with Republic TV on -
Facebook ➡️  https://www.facebook.com/RepublicWorld
WhatsApp ➡️  https://whatsapp.com/channel/0029VaALjvmCRs1xIH3e003K
Twitter ➡️  https://twitter.com/republic
Instagram ➡️  https://www.instagram.com/republicworld


",UUwqusr8YDwM-3mEYTDeJHzw,2901619361,6680000
